"value","market","date"
"4.7","","2002-06-27"
"4.67","","2002-06-26"
"4.7","","2002-06-25"
"4.72","","2002-06-24"
"4.7","","2002-06-21"
"4.73","","2002-06-20"
"4.66","","2002-06-19"
"4.72","","2002-06-18"
"4.74","","2002-06-17"
"4.72","","2002-06-14"
"4.82","","2002-06-13"
"4.9","","2002-06-12"
"4.91","","2002-06-11"
"4.91","","2002-06-10"
"4.91","","2002-06-07"
"4.89","","2002-06-06"
"4.92","","2002-06-05"
"4.89","","2002-06-04"
"4.87","","2002-06-03"
"4.89","","2002-05-31"
"4.85","","2002-05-30"
"4.9","","2002-05-29"
"4.97","","2002-05-28"
"5","","2002-05-27"
"4.97","","2002-05-24"
"4.99","","2002-05-23"
"5","","2002-05-22"
"5.02","","2002-05-21"
"5.12","","2002-05-17"
"5.08","","2002-05-16"
"5.13","","2002-05-15"
"5.16","","2002-05-14"
"5.06","","2002-05-13"
"4.98","","2002-05-10"
"4.95","","2002-05-09"
"4.99","","2002-05-08"
"4.85","","2002-05-07"
"4.89","","2002-05-06"
"4.93","","2002-05-03"
"5","","2002-05-02"
"4.97","","2002-05-01"
"5.02","","2002-04-30"
"5.03","","2002-04-29"
"5.01","","2002-04-26"
"5.03","","2002-04-25"
"5.05","","2002-04-24"
"5.07","","2002-04-23"
"5.05","","2002-04-22"
"5.05","","2002-04-19"
"5.05","","2002-04-18"
"5.1","","2002-04-17"
"5.08","","2002-04-16"
"4.99","","2002-04-15"
"5.03","","2002-04-12"
"5.1","","2002-04-11"
"5.16","","2002-04-10"
"5.14","","2002-04-09"
"5.17","","2002-04-08"
"5.1","","2002-04-05"
"5.11","","2002-04-04"
"5.16","","2002-04-03"
"5.22","","2002-04-02"
"5.29","","2002-04-01"
"5.27","","2002-03-28"
"5.28","","2002-03-27"
"5.26","","2002-03-26"
"5.32","","2002-03-25"
"5.33","","2002-03-22"
"5.32","","2002-03-21"
"5.23","","2002-03-20"
"5.12","","2002-03-19"
"5.15","","2002-03-18"
"5.15","","2002-03-15"
"5.17","","2002-03-14"
"5.06","","2002-03-13"
"5.09","","2002-03-12"
"5.07","","2002-03-11"
"5.09","","2002-03-08"
"4.94","","2002-03-07"
"4.79","","2002-03-06"
"4.78","","2002-03-05"
"4.76","","2002-03-04"
"4.72","","2002-03-01"
"4.62","","2002-02-28"
"4.58","","2002-02-27"
"4.66","","2002-02-26"
"4.6","","2002-02-25"
"4.57","","2002-02-22"
"4.59","","2002-02-21"
"4.61","","2002-02-20"
"4.62","","2002-02-19"
"4.62","","2002-02-18"
"4.59","","2002-02-15"
"4.7","","2002-02-14"
"4.69","","2002-02-13"
"4.66","","2002-02-12"
"4.61","","2002-02-11"
"4.6","","2002-02-08"
"4.6","","2002-02-07"
"4.59","","2002-02-06"
"4.58","","2002-02-05"
"4.59","","2002-02-04"
"4.71","","2002-02-01"
"4.75","","2002-01-31"
"4.71","","2002-01-30"
"4.64","","2002-01-29"
"4.74","","2002-01-28"
"4.75","","2002-01-25"
"4.71","","2002-01-24"
"4.62","","2002-01-23"
"4.56","","2002-01-22"
"4.53","","2002-01-21"
"4.49","","2002-01-18"
"4.54","","2002-01-17"
"4.38","","2002-01-16"
"4.36","","2002-01-15"
"4.32","","2002-01-14"
"4.32","","2002-01-11"
"4.52","","2002-01-10"
"4.56","","2002-01-09"
"4.63","","2002-01-08"
"4.62","","2002-01-07"
"4.71","","2002-01-04"
"4.66","","2002-01-03"
"4.71","","2002-01-02"
"4.61","","2001-12-31"
"4.68","","2001-12-28"
"4.66","","2001-12-27"
"4.69","","2001-12-24"
"4.65","","2001-12-21"
"4.65","","2001-12-20"
"4.67","","2001-12-19"
"4.73","","2001-12-18"
"4.79","","2001-12-17"
"4.81","","2001-12-14"
"4.73","","2001-12-13"
"4.65","","2001-12-12"
"4.67","","2001-12-11"
"4.73","","2001-12-10"
"4.83","","2001-12-07"
"4.76","","2001-12-06"
"4.68","","2001-12-05"
"4.4","","2001-12-04"
"4.38","","2001-12-03"
"4.49","","2001-11-30"
"4.52","","2001-11-29"
"4.68","","2001-11-28"
"4.68","","2001-11-27"
"4.74","","2001-11-26"
"4.76","","2001-11-23"
"4.73","","2001-11-22"
"4.72","","2001-11-21"
"4.65","","2001-11-20"
"4.59","","2001-11-19"
"4.68","","2001-11-16"
"4.55","","2001-11-15"
"4.31","","2001-11-14"
"4.09","","2001-11-13"
"4","","2001-11-09"
"3.99","","2001-11-08"
"3.96","","2001-11-07"
"4.05","","2001-11-06"
"4.14","","2001-11-05"
"4.21","","2001-11-02"
"4.17","","2001-11-01"
"4.08","","2001-10-31"
"4.16","","2001-10-30"
"4.26","","2001-10-29"
"4.34","","2001-10-26"
"4.35","","2001-10-25"
"4.4","","2001-10-24"
"4.45","","2001-10-23"
"4.54","","2001-10-22"
"4.52","","2001-10-19"
"4.51","","2001-10-18"
"4.52","","2001-10-17"
"4.53","","2001-10-16"
"4.55","","2001-10-15"
"4.6","","2001-10-12"
"4.65","","2001-10-11"
"4.54","","2001-10-10"
"4.53","","2001-10-09"
"4.49","","2001-10-05"
"4.51","","2001-10-04"
"4.51","","2001-10-03"
"4.55","","2001-10-02"
"4.61","","2001-10-01"
"4.64","","2001-09-28"
"4.58","","2001-09-27"
"4.62","","2001-09-26"
"4.64","","2001-09-25"
"4.69","","2001-09-24"
"4.64","","2001-09-21"
"4.63","","2001-09-20"
"4.61","","2001-09-19"
"4.67","","2001-09-18"
"4.62","","2001-09-17"
"4.43","","2001-09-14"
"4.52","","2001-09-13"
"4.56","","2001-09-12"
"4.66","","2001-09-11"
"4.74","","2001-09-10"
"4.72","","2001-09-07"
"4.84","","2001-09-06"
"4.97","","2001-09-05"
"5","","2001-09-04"
"4.88","","2001-08-31"
"4.95","","2001-08-30"
"4.93","","2001-08-29"
"4.97","","2001-08-28"
"5.03","","2001-08-27"
"5.05","","2001-08-24"
"5.05","","2001-08-23"
"5.09","","2001-08-22"
"5.05","","2001-08-21"
"5.1","","2001-08-20"
"5.06","","2001-08-17"
"5.14","","2001-08-16"
"5.17","","2001-08-15"
"5.12","","2001-08-14"
"5.11","","2001-08-13"
"5.13","","2001-08-10"
"5.18","","2001-08-09"
"5.2","","2001-08-08"
"5.3","","2001-08-07"
"5.34","","2001-08-03"
"5.34","","2001-08-02"
"5.29","","2001-08-01"
"5.25","","2001-07-31"
"5.25","","2001-07-30"
"5.27","","2001-07-27"
"5.31","","2001-07-26"
"5.36","","2001-07-25"
"5.31","","2001-07-24"
"5.32","","2001-07-23"
"5.35","","2001-07-20"
"5.39","","2001-07-19"
"5.37","","2001-07-18"
"5.47","","2001-07-17"
"5.47","","2001-07-16"
"5.51","","2001-07-13"
"5.52","","2001-07-12"
"5.52","","2001-07-11"
"5.48","","2001-07-10"
"5.5","","2001-07-09"
"5.52","","2001-07-06"
"5.57","","2001-07-05"
"5.59","","2001-07-04"
"5.61","","2001-07-03"
"5.6","","2001-06-29"
"5.54","","2001-06-28"
"5.39","","2001-06-27"
"5.31","","2001-06-26"
"5.24","","2001-06-25"
"5.21","","2001-06-22"
"5.26","","2001-06-21"
"5.29","","2001-06-20"
"5.33","","2001-06-19"
"5.3","","2001-06-18"
"5.29","","2001-06-15"
"5.29","","2001-06-14"
"5.33","","2001-06-13"
"5.32","","2001-06-12"
"5.34","","2001-06-11"
"5.41","","2001-06-08"
"5.4","","2001-06-07"
"5.36","","2001-06-06"
"5.36","","2001-06-05"
"5.41","","2001-06-04"
"5.47","","2001-06-01"
"5.52","","2001-05-31"
"5.61","","2001-05-30"
"5.59","","2001-05-29"
"5.57","","2001-05-28"
"5.6","","2001-05-25"
"5.63","","2001-05-24"
"5.56","","2001-05-23"
"5.57","","2001-05-22"
"5.6","","2001-05-18"
"5.57","","2001-05-17"
"5.51","","2001-05-16"
"5.5","","2001-05-15"
"5.48","","2001-05-14"
"5.47","","2001-05-11"
"5.29","","2001-05-10"
"5.23","","2001-05-09"
"5.27","","2001-05-08"
"5.24","","2001-05-07"
"5.25","","2001-05-04"
"5.28","","2001-05-03"
"5.35","","2001-05-02"
"5.33","","2001-05-01"
"5.37","","2001-04-30"
"5.33","","2001-04-27"
"5.2","","2001-04-26"
"5.23","","2001-04-25"
"5.19","","2001-04-24"
"5.17","","2001-04-23"
"5.25","","2001-04-20"
"5.26","","2001-04-19"
"5.15","","2001-04-18"
"5.28","","2001-04-17"
"5.25","","2001-04-16"
"5.21","","2001-04-12"
"5.17","","2001-04-11"
"5.11","","2001-04-10"
"5.01","","2001-04-09"
"5.01","","2001-04-06"
"5.11","","2001-04-05"
"5.05","","2001-04-04"
"5.11","","2001-04-03"
"5.19","","2001-04-02"
"5.08","","2001-03-30"
"5.08","","2001-03-29"
"5.03","","2001-03-28"
"5.08","","2001-03-27"
"4.94","","2001-03-26"
"4.91","","2001-03-23"
"4.82","","2001-03-22"
"4.85","","2001-03-21"
"4.83","","2001-03-20"
"4.9","","2001-03-19"
"4.87","","2001-03-16"
"4.88","","2001-03-15"
"4.93","","2001-03-14"
"5.01","","2001-03-13"
"4.97","","2001-03-12"
"5.02","","2001-03-09"
"5","","2001-03-08"
"5.01","","2001-03-07"
"5.06","","2001-03-06"
"5.11","","2001-03-05"
"5.11","","2001-03-02"
"5.09","","2001-03-01"
"5.09","","2001-02-28"
"5.07","","2001-02-27"
"5.11","","2001-02-26"
"5.17","","2001-02-23"
"5.2","","2001-02-22"
"5.2","","2001-02-21"
"5.23","","2001-02-20"
"5.21","","2001-02-19"
"5.22","","2001-02-16"
"5.28","","2001-02-15"
"5.29","","2001-02-14"
"5.21","","2001-02-13"
"5.17","","2001-02-12"
"5.15","","2001-02-09"
"5.18","","2001-02-08"
"5.19","","2001-02-07"
"5.2","","2001-02-06"
"5.2","","2001-02-05"
"5.21","","2001-02-02"
"5.13","","2001-02-01"
"5.14","","2001-01-31"
"5.21","","2001-01-30"
"5.23","","2001-01-29"
"5.24","","2001-01-26"
"5.25","","2001-01-25"
"5.3","","2001-01-24"
"5.27","","2001-01-23"
"5.25","","2001-01-22"
"5.21","","2001-01-19"
"5.19","","2001-01-18"
"5.24","","2001-01-17"
"5.27","","2001-01-16"
"5.24","","2001-01-15"
"5.24","","2001-01-12"
"5.21","","2001-01-11"
"5.21","","2001-01-10"
"5.17","","2001-01-09"
"5.12","","2001-01-08"
"5.1","","2001-01-05"
"5.2","","2001-01-04"
"5.28","","2001-01-03"
"5.19","","2001-01-02"
